,TEST_SECTION_ID,SENTENCE_ID,PARTICIPANT_ID,USER_INPUT,INPUT_TIME,EDIT_DISTANCE,ERROR_RATE,WPM,INPUT_LENGTH,ERROR_LEN,POTENTIAL_WPM,POTENTIAL_LENGTH,DEVICE,TS_IKI,TS_KPD,TS_BSP,TS_ECPC,TS_UILEN,TS_KS,TS_KSPC,N_SWYP,N_PRED,N_AUTO,PR_SWYP,PR_PRED,PR_AUTO,TS_NUM_WORDS
142346,422690,1315,92179,Peace talks last week in mirghizstan,29761,2.0,5.40540540540541,14.1124290178421,35.0,37,14.3707657565182,35.0,mobile,78.6111111111111,14.861111111,0.0,0.0,36.0,36.0,1.0,0,0,0,0,0,0,6.0
142354,422702,679,92179,He is sucfering from a steained left shoulder,30783,3.0,6.52173913043478,17.1523243348602,44.0,46,15.2091254752852,2.0,mobile,76.4489795918367,14.836734693,2.0,0.0454545454545455,45.0,49.0,1.088888888,0,0,0,0,0,0,8.0
142362,422717,928,92179,Hope you guys are doing fine,13966,1.0,3.44827586206897,23.199198052413,27.0,29,23.8130236660297,27.0,mobile,65.5714285714286,12.857142857,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,6.0
142364,422722,269,92179,Out of office but have people working on info,25469,1.0,2.17391304347826,20.7310848482469,44.0,46,21.2937570575899,44.0,mobile,86.6666666666667,14.955555555,0.0,0.0,45.0,45.0,1.0,0,0,0,0,0,0,9.0
142529,423198,682,92244,Reconfigure the dusk layout.,9713,1.0,3.57142857142857,33.357356120663,27.0,28,34.3256700921708,27.0,mobile,63.3928571428571,9.785714285,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,4.0
142532,423205,437,92244,He was replaced by Kent Graham,12958,1.0,3.2258064516129,26.8559962957246,29.0,31,27.5185829511308,29.0,mobile,89.5,10.4,0.0,0.0,30.0,30.0,1.0,0,0,0,0,0,0,6.0
142537,423226,928,92244,Hope you guys are doing fine,7648,1.0,3.44827586206897,42.3640167364017,27.0,29,44.0636474908201,27.0,mobile,133.928571428571,10.535714285,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,6.0
142539,423229,111,92244,Have you talked to Simerholder?,10717,1.0,3.2258064516129,33.5914901558272,30.0,31,34.6587080003851,30.0,mobile,107.322580645161,10.64516129,0.0,0.0,31.0,31.0,1.0,0,0,0,0,0,0,5.0
142541,423233,1243,92244,The blast rocked prominent commercial landmarks.,29425,1.0,2.04081632653061,19.1673746813934,47.0,49,27.6397139047157,38.0,mobile,100.205882352941,9.485294117,1.0,0.0212765957446809,48.0,68.0,1.416666666,0,0,0,0,0,0,6.0
142545,423241,121,92244,I heard it was at 5.,6237,1.0,5.0,36.5560365560366,19.0,20,37.7420956795233,19.0,mobile,72.75,9.8,0.0,0.0,20.0,20.0,1.0,0,0,0,0,0,0,6.0
142546,423243,1441,92244,There are frewuent electricity snd water shortsges.,22580,5.0,9.61538461538462,26.5721877767936,50.0,52,27.7374909354605,51.0,mobile,94.4423076923077,9.923076923,0.0,0.0,51.0,52.0,1.019607843,0,0,0,0,0,0,7.0
142549,423250,11,92244,I need your home cell or whatever.,11479,0.0,0.0,34.4977785521387,33.0,34,35.4521038495971,33.0,mobile,105.735294117647,9.088235294,0.0,0.0,34.0,34.0,1.0,0,0,0,0,0,0,7.0
142556,423265,519,92244,He should still be able to play in the team's next game.,20843,0.0,0.0,31.665307297414,55.0,56,32.5427740249495,55.0,mobile,67.7678571428571,10.035714285,0.0,0.0,56.0,56.0,1.0,0,0,0,0,0,0,13.0
142562,423273,1389,92244,The Fed has not taken an ifficual position on the issue.,29425,2.0,3.57142857142857,22.4299065420561,55.0,56,30.1788375558867,27.0,mobile,96.5061728395062,10.0,1.0,0.0181818181818182,56.0,81.0,1.446428571,0,0,0,0,0,0,11.0
142569,423282,1521,92244,I havent adapted really.,9040,1.0,4.0,30.5309734513274,23.0,25,31.4314998291766,23.0,mobile,121.125,10.791666666,0.0,0.0,24.0,24.0,1.0,0,0,0,0,0,0,4.0
142571,423284,865,92244,The contract is a bit complicated.,11838,0.0,0.0,33.4515965534719,33.0,34,34.479756203744,33.0,mobile,114.558823529412,10.382352941,0.0,0.0,34.0,34.0,1.0,0,0,0,0,0,0,6.0
143221,425046,1466,92459,Derivatives are not new,9021,1.0,4.16666666666667,29.2650482208181,22.0,24,38.3813099707968,23.0,mobile,82.9310344827586,4.724137931,3.0,0.136363636363636,23.0,29.0,1.260869565,0,0,0,0,0,0,4.0
143225,425051,764,92459,Amy was let go last Friday here along with another guy,20690,1.0,1.81818181818182,30.7394876752054,53.0,55,37.2670807453416,13.0,mobile,107.920634920635,5.587301587,4.0,0.0754716981132075,54.0,63.0,1.166666666,0,0,0,0,0,0,11.0
143232,425059,1125,92459,Can you bring these to 49C1,12141,1.0,3.57142857142857,25.6980479367433,26.0,28,25.6410256410256,1.0,mobile,113.966666666667,5.833333333,1.0,0.0384615384615385,27.0,30.0,1.111111111,0,0,0,0,0,0,6.0
143238,425066,1069,92459,I think that is the right answer.,10305,0.0,0.0,37.2634643377001,32.0,33,39.010934883262706,33.0,mobile,205.5,4.529411764,0.0,0.0,33.0,34.0,1.03030303,0,0,0,0,0,0,7.0
143242,425071,677,92459,Jones executive vice presidebt and cheif operating officer.,24408,3.0,5.08474576271187,28.5152409046214,58.0,59,32.220531638772,60.0,mobile,58.609375,4.578125,2.0,0.0344827586206897,59.0,64.0,1.084745762,0,0,0,0,0,0,8.0
143247,425079,1164,92459,Doctors gave him 10 years to live at most.,18646,0.0,0.0,26.386356323072,41.0,42,24.8988484282602,20.0,mobile,76.9318181818182,4.84090909,1.0,0.024390243902439,42.0,44.0,1.047619047,0,0,0,0,0,0,9.0
143251,425086,420,92459,"Watch for more details, coming soon.",11035,0.0,0.0,38.060715903942,35.0,36,38.642009384488,35.0,mobile,84.0833333333333,4.611111111,0.0,0.0,36.0,36.0,1.0,0,0,0,0,0,0,6.0
143255,425092,471,92459,I want to compare the two.,8389,0.0,0.0,35.7611157468113,25.0,26,36.2362604179249,25.0,mobile,71.4615384615385,4.23076923,0.0,0.0,26.0,26.0,1.0,0,0,0,0,0,0,6.0
143259,425096,144,92459,Yes I am coming twice.,8472,0.0,0.0,29.7450424929178,21.0,22,31.7957364807901,22.0,mobile,74.2608695652174,7.347826086,0.0,0.0,22.0,23.0,1.045454545,0,0,0,0,0,0,5.0
143262,425102,1099,92459,I told you silly.,4951,0.0,0.0,38.7800444354676,16.0,17,41.8461538461539,17.0,mobile,40.5,4.222222222,0.0,0.0,17.0,18.0,1.058823529,0,0,0,0,0,0,4.0
143265,425107,514,92459,As soon as we are done - we'll give you a call.,20546,0.0,0.0,26.8665433661053,46.0,47,27.1386430678466,46.0,mobile,44.531914893617,4.382978723,0.0,0.0,47.0,47.0,1.0,0,0,0,0,0,0,12.0
143270,425117,29,92459,"Please pass along my thanks, though.",12874,0.0,0.0,32.6238931179121,35.0,36,41.1170121637828,20.0,mobile,58.4871794871795,4.717948717,1.0,0.0285714285714286,36.0,39.0,1.083333333,0,0,0,0,0,0,6.0
143274,425125,743,92459,"In the end, we chose to keep our traditional method.",19183,0.0,0.0,31.9032476672053,51.0,52,32.2886989553656,51.0,mobile,51.7115384615385,4.403846153,0.0,0.0,52.0,52.0,1.0,0,0,0,0,0,0,10.0
143277,425132,1190,92459,The aviation college had already trained pilots.,17391,0.0,0.0,32.4305675349319,47.0,48,40.3897254207263,19.0,mobile,68.34,4.54,1.0,0.0212765957446809,48.0,50.0,1.041666666,0,0,0,0,0,0,7.0
143282,425141,522,92459,It was great to finally meet you.,11045,0.0,0.0,34.7668628338615,32.0,33,41.7967811674273,29.0,mobile,62.1351351351351,4.513513513,2.0,0.0625,33.0,37.0,1.121212121,0,0,0,0,0,0,7.0
144236,427272,1185,92763,He said police in Dallas were also in favor of fences.,20355,0.0,0.0,31.2453942520265,53.0,54,33.2527206771463,55.0,mobile,93.5357142857143,9.053571428,1.0,0.0188679245283019,54.0,56.0,1.037037037,0,0,0,0,0,0,11.0
144239,427278,1095,92763,Weather is bad here.,10345,0.0,0.0,22.0396326727888,19.0,20,36.6580113028868,20.0,mobile,91.4583333333333,9.333333333,2.0,0.105263157894737,20.0,24.0,1.2,0,0,0,0,0,0,4.0
144241,427283,1482,92763,"Mr. Rao, go to Washington but go witb dignity.",21380,1.0,2.17391304347826,25.2572497661366,45.0,46,15.5709342560554,3.0,mobile,105.980769230769,9.692307692,3.0,0.0666666666666667,46.0,52.0,1.130434782,0,0,0,0,0,0,9.0
144244,427288,919,92763,Are we ready for this om Monday?,14481,1.0,3.125,25.6888336440854,31.0,32,48.0465906333414,33.0,mobile,110.184210526316,9.421052631,3.0,0.0967741935483871,32.0,38.0,1.1875,0,0,0,0,0,0,7.0
144247,427292,1438,92763,I have been very steady and I should have had a much better score.,20727,0.0,0.0,37.6320741062382,65.0,66,39.447731755424094,20.0,mobile,102.785714285714,9.371428571,2.0,0.0307692307692308,66.0,70.0,1.06060606,0,0,0,0,0,0,14.0
144249,427297,682,92763,Reconfigure the disk layout.,10171,0.0,0.0,31.8552748009045,27.0,28,44.2200081888904,27.0,mobile,180.40625,10.3125,2.0,0.0740740740740741,28.0,32.0,1.142857142,0,0,0,0,0,0,4.0
144250,427302,720,92763,Try this one now and let me know.,8170,0.0,0.0,47.001223990208096,32.0,33,48.6877139596805,32.0,mobile,91.0909090909091,8.575757575,0.0,0.0,33.0,33.0,1.0,0,0,0,0,0,0,8.0
144252,427308,628,92763,Sorry for any inconvenience.,8105,0.0,0.0,39.9753238741518,27.0,28,41.405750798722,27.0,mobile,61.035714285714306,10.0,0.0,0.0,28.0,28.0,1.0,0,0,0,0,0,0,4.0
144254,427314,73,92763,I would suggest you and Mark address this together.,25168,0.0,0.0,23.8397965670693,50.0,51,45.1693851944793,6.0,mobile,55.55,8.2875,18.0,0.36,51.0,80.0,1.56862745,0,0,0,0,0,0,9.0
144258,427323,342,92763,I know he's working on it.,7477,0.0,0.0,40.123044001604896,25.0,26,41.1692054343351,25.0,mobile,47.7692307692308,7.307692307,0.0,0.0,26.0,26.0,1.0,0,0,0,0,0,0,7.0
144262,427330,996,92763,"Mike, are you aware of this?",11494,0.0,0.0,28.1886201496433,27.0,28,29.6937828642128,8.0,mobile,46.975,9.125,6.0,0.222222222222222,28.0,40.0,1.428571428,0,0,0,0,0,0,6.0
144264,427334,1002,92763,We have lots of papet stuff.,11415,1.0,3.57142857142857,28.3837056504599,27.0,28,29.7397769516729,4.0,mobile,47.575,7.9,8.0,0.296296296296296,28.0,40.0,1.428571428,0,0,0,0,0,0,6.0
144269,427341,1182,92763,The house would give them equal treatment with US banks.,17451,1.0,1.78571428571429,37.8201822245144,55.0,56,38.9219791236657,55.0,mobile,73.1785714285714,8.821428571,0.0,0.0,56.0,56.0,1.0,0,0,0,0,0,0,10.0
144275,427352,155,92763,Much better than carrying a laptop.,10645,0.0,0.0,38.327853452325,34.0,35,39.2685274302214,34.0,mobile,52.5428571428571,7.285714285,0.0,0.0,35.0,35.0,1.0,0,0,0,0,0,0,6.0
144279,427361,170,92763,"What infprmation, if any, do wr owe him?",11537,2.0,5.0,40.5651382508451,39.0,40,52.9193861351208,25.0,mobile,41.5714285714286,8.357142857,1.0,0.0256410256410256,40.0,42.0,1.05,0,0,0,0,0,0,8.0
145314,430478,630,93143,Try and re-draft and let me know.,12462,0.0,0.0,30.8136735676456,32.0,33,37.7042312526184,15.0,mobile,99.3777777777778,14.355555555,1.0,0.03125,33.0,45.0,1.363636363,0,0,0,0,0,0,8.0
145318,430486,1112,93143,Theb we can go to Zainy Brainy.,11501,1.0,3.2258064516129,31.30162594557,30.0,31,54.9199084668192,44.0,mobile,73.625,15.395833333,2.0,0.0666666666666667,31.0,48.0,1.548387096,0,0,0,0,0,0,7.0
145319,430487,119,93143,No obligation to pay.,7012,0.0,0.0,34.2270393610953,20.0,21,46.2762111352133,16.0,mobile,118.821428571429,7.821428571,1.0,0.05,21.0,28.0,1.333333333,0,0,0,0,0,0,4.0
145321,430489,172,93143,No need to send to FL.,7631,0.0,0.0,33.0231948630586,21.0,22,50.2702702702703,31.0,mobile,125.40625,7.21875,0.0,0.0,22.0,32.0,1.454545454,0,0,0,0,0,0,6.0
145323,430492,340,93143,Martha Stewart will not us dining with us this Thanksgiving.,21752,2.0,3.33333333333333,32.5487311511585,59.0,60,49.6499045194144,26.0,mobile,151.367816091954,9.540229885,2.0,0.0338983050847458,60.0,87.0,1.45,0,0,0,0,0,0,10.0
145325,430495,503,93143,"Thank you for participation, cooperation and support.",13491,0.0,0.0,46.2530575939515,52.0,53,54.7563805104408,59.0,mobile,138.85,9.35,0.0,0.0,53.0,60.0,1.132075471,0,0,0,0,0,0,7.0
145326,430497,433,93143,Your fax was busy for a while.,8101,0.0,0.0,42.9576595482039,29.0,30,56.6977397522666,37.0,mobile,110.894736842105,7.105263157,0.0,0.0,30.0,38.0,1.266666666,0,0,0,0,0,0,7.0
145327,430498,1082,93143,How's the share price?,6266,0.0,0.0,40.217044366422,21.0,22,53.9640239840107,27.0,mobile,203.392857142857,9.357142857,0.0,0.0,22.0,28.0,1.272727272,0,0,0,0,0,0,5.0
145329,430501,309,93143,Reggie Wayne will start in Pathon's place once again,15447,1.0,1.88679245283019,39.6193435618567,51.0,53,52.2998524875956,65.0,mobile,119.878787878788,8.075757575,0.0,0.0,52.0,66.0,1.269230769,0,0,0,0,0,0,10.0
145330,430502,1098,93143,Just playing with you!,10842,0.0,0.0,23.2429441062535,21.0,22,46.8928707586733,41.0,mobile,144.404761904762,8.333333333,0.0,0.0,22.0,42.0,1.909090909,0,0,0,0,0,0,4.0
145333,430506,133,93143,A letter is being sent today.,8426,0.0,0.0,39.8765725136482,28.0,29,64.0696064860589,27.0,mobile,180.7,13.625,1.0,0.0357142857142857,29.0,40.0,1.379310344,0,0,0,0,0,0,6.0
145341,430515,403,93143,I hope this is the last revision for September,13403,1.0,2.12765957446809,40.2894874281877,45.0,47,62.9233122132401,24.0,mobile,106.769230769231,13.138461538,2.0,0.0444444444444444,46.0,65.0,1.413043478,0,0,0,0,0,0,9.0
145343,430518,52,93143,Please coordinate with him.,6379,0.0,0.0,48.9104875372315,26.0,27,66.7565745111261,33.0,mobile,133.058823529412,13.147058823,0.0,0.0,27.0,34.0,1.259259259,0,0,0,0,0,0,4.0
145344,430520,1168,93143,He refused to elaborate on the delay,8151,1.0,2.7027027027027,51.5274199484726,35.0,37,65.8049353701528,42.0,mobile,68.5813953488372,11.441860465,0.0,0.0,36.0,43.0,1.194444444,0,0,0,0,0,0,7.0
146065,432592,16,93413,"Imeant to try and explain, not to redo",14525,2.0,5.0,30.5679862306368,37.0,40,38.7531592249368,46.0,mobile,85.7234042553192,5.978723404,0.0,0.0,38.0,47.0,1.236842105,0,0,0,0,0,0,8.0
146068,432598,884,93413,That is one of the things we are working on,20542,1.0,2.27272727272727,24.5350988219258,42.0,44,36.9942196531792,16.0,mobile,113.014492753623,6.04347826,1.0,0.0238095238095238,43.0,69.0,1.604651162,0,0,0,0,0,0,10.0
146071,432606,1436,93413,The mercedes engine takes advantage of extra boost,16462,2.0,3.92156862745098,35.7186247114567,49.0,51,41.6434281464956,56.0,mobile,98.3157894736842,5.701754385,0.0,0.0,50.0,57.0,1.14,0,0,0,0,0,0,8.0
146073,432610,340,93413,Martha Stewart will not be dining with us this Thanksgiving,20595,1.0,1.66666666666667,33.7946103423161,58.0,60,39.7390272835113,67.0,mobile,68.4705882352941,5.338235294,0.0,0.0,59.0,68.0,1.152542372,0,0,0,0,0,0,10.0
146075,432615,1465,93413,Clinton had pressed for a multilateral lifting of the embargo,27313,2.0,3.2258064516129,26.3610734814923,60.0,62,36.1647505301931,81.0,mobile,193.036585365854,5.31707317,0.0,0.0,61.0,82.0,1.344262295,0,0,0,0,0,0,10.0
146076,432622,973,93413,Through this account cash flows to corporate,17589,1.0,2.22222222222222,29.3365171413952,43.0,45,33.9491916859122,49.0,mobile,309.74,5.38,0.0,0.0,44.0,50.0,1.136363636,0,0,0,0,0,0,7.0
146077,432625,1248,93413,The majority owner of Telecom is a consortium.,20847,0.0,0.0,25.9030076269967,45.0,46,31.5113791091227,54.0,mobile,198.927272727273,5.145454545,0.0,0.0,46.0,55.0,1.195652173,0,0,0,0,0,0,8.0
146078,432627,982,93413,I have some more data coming,10182,1.0,3.44827586206897,31.8208603417796,27.0,29,40.8122436731019,34.0,mobile,136.057142857143,5.285714285,0.0,0.0,28.0,35.0,1.25,0,0,0,0,0,0,6.0
146080,432631,1484,93413,My only oppryunity is if he cracks or something else happens.,24844,2.0,3.2258064516129,28.9808404443729,60.0,62,36.3130776151141,74.0,mobile,130.333333333333,5.2,0.0,0.0,61.0,75.0,1.229508196,0,0,0,0,0,0,11.0
146082,432635,936,93413,I have an AM doctor's appoinment.,17926,1.0,2.94117647058824,21.4213990851277,32.0,34,27.1263068663464,40.0,mobile,116.365853658537,5.634146341,0.0,0.0,33.0,41.0,1.242424242,0,0,0,0,0,0,7.0
146086,432643,215,93413,One assistant and one HR associate,20498,1.0,2.85714285714286,19.3189579471168,33.0,35,36.8336025848142,19.0,mobile,64.7627118644068,5.457627118,1.0,0.0303030303030303,34.0,59.0,1.735294117,0,0,0,0,0,0,6.0
146090,432650,505,93413,The injury is more serious than the Panthers first ecpected.,24747,1.0,1.66666666666667,28.6095284276882,59.0,60,34.5352135838507,70.0,mobile,56.3380281690141,5.971830985,0.0,0.0,60.0,71.0,1.183333333,0,0,0,0,0,0,10.0
146101,432664,439,93413,Louis featured back this weekend against the N.,19728,0.0,0.0,27.9805352798054,46.0,47,33.989082294778,55.0,mobile,76.25,5.535714285,0.0,0.0,47.0,56.0,1.191489361,0,0,0,0,0,0,8.0
146107,432674,1376,93413,Trow said the profit return was very high.,15665,0.0,0.0,31.4075965528248,41.0,42,38.9762245030531,50.0,mobile,51.6078431372549,5.31372549,0.0,0.0,42.0,51.0,1.214285714,0,0,0,0,0,0,8.0
146112,432683,394,93413,Look for McCardell to play well this week and catch a lot of passes.,28988,0.0,0.0,27.7356147371326,67.0,68,35.3485762379015,84.0,mobile,52.6588235294118,5.552941176,0.0,0.0,68.0,85.0,1.25,0,0,0,0,0,0,14.0
146296,433287,712,93486,Please let me know what days you plan on taking off.,10144,0.0,0.0,61.5141955835962,52.0,52,258.326563769293,53.0,mobile,105.574074074074,142.259259259,0.0,0.0,52.0,54.0,1.038461538,0,0,0,0,0,0,11.0
146297,433294,379,93486,I'm trying to get them billed before the holidays.,12152,0.0,0.0,49.374588545095506,50.0,50,136.334405144695,53.0,mobile,134.148148148148,138.648148148,0.0,0.0,50.0,54.0,1.08,0,0,0,0,0,0,10.0
146298,433297,1354,93486,"Clinton on the other hand, had backed a plan to convince Europe.",13591,0.0,0.0,56.5079832241925,64.0,64,186.792452830189,66.0,mobile,119.477611940299,139.567164179,0.0,0.0,64.0,67.0,1.046875,0,0,0,0,0,0,12.0
146299,433301,22,93486,Who should I contact regarding severance?,10808,0.0,0.0,45.521835677276094,41.0,41,142.931123770067,46.0,mobile,76.2553191489362,147.787234042,0.0,0.0,41.0,47.0,1.146341463,0,0,0,0,0,0,6.0
146300,433303,557,93486,He did not say when that would be.,8722,0.0,0.0,46.7782618665444,34.0,34,168.782161234991,41.0,mobile,95.5714285714286,138.261904761,0.0,0.0,34.0,42.0,1.235294117,0,0,0,0,0,0,8.0
146301,433307,799,93486,How soon do you need it?,5771,0.0,0.0,49.9046958932594,24.0,24,158.940397350993,26.0,mobile,186.814814814815,141.037037037,0.0,0.0,24.0,27.0,1.125,0,0,0,0,0,0,6.0
146302,433310,448,93486,Winke could have a big game.,4503,1.0,3.44827586206897,74.6169220519654,28.0,29,905.660377358491,28.0,mobile,116.448275862069,142.48275862,0.0,0.0,28.0,29.0,1.035714285,0,0,0,0,0,0,6.0
146303,433312,822,93486,I wonder if RBS is another institution which could move quickly.,14449,0.0,0.0,53.152467298775,64.0,64,218.124341412013,69.0,mobile,137.157142857143,152.185714285,0.0,0.0,64.0,70.0,1.09375,0,0,0,0,0,0,11.0
146304,433315,261,93486,I'll email her later tonight.,9920,0.0,0.0,35.0806451612903,29.0,29,75.1423149905123,33.0,mobile,131.235294117647,136.764705882,0.0,0.0,29.0,34.0,1.172413793,0,0,0,0,0,0,6.0
146306,433318,1046,93486,What do you hear?,3571,0.0,0.0,57.1268552226267,17.0,17,391.30434782608705,18.0,mobile,79.3684210526316,158.894736842,0.0,0.0,17.0,19.0,1.117647058,0,0,0,0,0,0,4.0
146308,433320,934,93486,What do you think about Tracy and Jim?,7225,0.0,0.0,63.1141868512111,38.0,38,510.90342679127696,41.0,mobile,57.095238095238095,149.095238095,0.0,0.0,38.0,42.0,1.105263157,0,0,0,0,0,0,8.0
146311,433325,1185,93486,He said police in Dallas were also in favor of fences.,11309,0.0,0.0,57.2994959766558,54.0,54,204.379562043796,56.0,mobile,79.9122807017544,140.719298245,0.0,0.0,54.0,57.0,1.055555555,0,0,0,0,0,0,11.0
146315,433331,360,93486,Look for this trend to continue when he faces the San Diego.,12909,0.0,0.0,55.7750406693005,60.0,60,178.025034770515,64.0,mobile,58.0,132.23076923,0.0,0.0,60.0,65.0,1.083333333,0,0,0,0,0,0,12.0
146318,433336,391,93486,He disputed reports that Wheatley would be out four weeks.,12376,0.0,0.0,56.2378797672915,58.0,58,186.232790988736,62.0,mobile,68.0793650793651,133.031746031,0.0,0.0,58.0,63.0,1.086206896,0,0,0,0,0,0,10.0
146322,433341,1484,93486,My only opportunity is if he cracks or something else happens.,11651,0.0,0.0,63.8571796412325,62.0,62,196.04743083004,62.0,mobile,69.2857142857143,124.698412698,0.0,0.0,62.0,63.0,1.016129032,0,0,0,0,0,0,11.0
146442,433660,818,93549,This is the crew.,6778,0.0,0.0,28.3269401003246,16.0,17,30.5878604428867,16.0,mobile,231.117647058824,29.470588235,0.0,0.0,17.0,17.0,1.0,0,0,0,0,0,0,4.0
146445,433664,1131,93549,The letters of credit were to cover three agreements.,23452,0.0,0.0,26.6075388026608,52.0,53,31.8056322473771,24.0,mobile,179.421052631579,25.508771929,2.0,0.0384615384615385,53.0,57.0,1.075471698,0,0,0,0,0,0,9.0
146448,433670,1239,93549,Mixed signals from Washington had convinced China.,23553,0.0,0.0,24.9649726149535,49.0,50,26.431718061674,49.0,mobile,182.38,26.14,0.0,0.0,50.0,50.0,1.0,0,0,0,0,0,0,7.0
146452,433675,235,93549,November 14 works for me.,11245,0.0,0.0,25.6113828368164,24.0,25,27.2546607362544,24.0,mobile,126.52,27.12,0.0,0.0,25.0,25.0,1.0,0,0,0,0,0,0,5.0
146453,433678,1209,93549,Soldiers would be in their barracks throughout the weekend.,26591,0.0,0.0,26.174269489677,58.0,59,27.8444551128181,58.0,mobile,89.9661016949153,27.033898305,0.0,0.0,59.0,59.0,1.0,0,0,0,0,0,0,9.0
146459,433687,1491,93549,He could ping the ball40 yards with the outside of his foot.,25269,1.0,1.63934426229508,28.0185207170842,59.0,61,29.917599830974,59.0,mobile,91.8166666666667,26.733333333,0.0,0.0,60.0,60.0,1.0,0,0,0,0,0,0,12.0
146463,433693,1095,93549,Weather is bad here.,6958,0.0,0.0,32.7680367921817,19.0,20,35.5416991426345,19.0,mobile,85.85,27.15,0.0,0.0,20.0,20.0,1.0,0,0,0,0,0,0,4.0
146466,433698,169,93549,HasBtianhad his contract yet?,12855,3.0,9.67741935483871,26.1376896149358,28.0,31,27.8514588859416,28.0,mobile,64.7241379310345,27.275862068,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,4.0
146469,433705,46,93549,Are things better for you at home tonight?,17555,0.0,0.0,28.0262033608659,41.0,42,29.9179081787777,41.0,mobile,62.8095238095238,26.428571428,0.0,0.0,42.0,42.0,1.0,0,0,0,0,0,0,8.0
146474,433713,1482,93549,"Mr. Rao, go to Washingtonbut with dignity.",20775,4.0,8.69565217391304,23.6823104693141,41.0,46,18.4864240323512,8.0,mobile,77.3636363636364,30.454545454,1.0,0.024390243902439,42.0,44.0,1.047619047,0,0,0,0,0,0,7.0
146486,433736,1414,93549,The reality is there is much less of an advantage than people think.,26288,0.0,0.0,30.5842970176506,67.0,68,32.8270455658991,67.0,mobile,55.5588235294118,26.411764705,0.0,0.0,68.0,68.0,1.0,0,0,0,0,0,0,13.0
146498,433751,99,93549,Shouldn’t be too hard though.,12363,1.0,3.44827586206897,27.1778694491628,28.0,29,29.373196957776,28.0,mobile,55.79310344827591,31.862068965,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,6.0
147109,435602,1337,93804,The planes had flown in from Dijoubti to Sanaa earlier Thursday.,63581,0.0,0.0,11.8903445998018,63.0,64,24.332977588047,19.0,mobile,52.7558139534884,22.825581395,11.0,0.174603174603175,64.0,86.0,1.34375,0,0,0,0,0,0,11.0
147131,435655,1037,93804,Are you in a good mood?,10807,0.0,0.0,24.4286110854076,22.0,23,25.7938446507084,22.0,mobile,40.9565217391304,24.869565217,0.0,0.0,23.0,23.0,1.0,0,0,0,0,0,0,6.0
147137,435669,1332,93804,A three man inquiry team spent months investigating the allegations,40061,2.0,2.94117647058824,19.7698509772597,66.0,68,20.1173512154233,4.0,mobile,26.9420289855072,25.318840579,1.0,0.0151515151515152,67.0,69.0,1.029850746,0,0,0,0,0,0,10.0
147153,435710,365,93804,Expect mech better numbers on James home turf this week,26363,3.0,5.26315789473684,24.5799036528468,54.0,57,25.9636188797179,54.0,mobile,22.4,25.545454545,0.0,0.0,55.0,55.0,1.0,0,0,0,0,0,0,10.0
147162,435734,48,93825,"I’ ll ask, he just came by",10824,3.0,11.5384615384615,27.7161862527716,25.0,26,21.380846325167,4.0,mobile,24.84375,18.71875,3.0,0.12,26.0,32.0,1.23076923,0,0,0,0,0,0,7.0
147164,435740,36,93804,Mixed signals from APS today.,15188,0.0,0.0,22.1227284698446,28.0,29,23.4686037577705,28.0,mobile,18.0,30.034482758,0.0,0.0,29.0,29.0,1.0,0,0,0,0,0,0,5.0
147166,435744,737,93825,they are still burning,5278,2.0,8.69565217391304,47.7453580901857,21.0,23,51.5653775322284,21.0,mobile,27.4090909090909,17.772727272,0.0,0.0,22.0,22.0,1.0,0,0,0,0,0,0,4.0
147170,435751,162,93825,we havent made that decision here though,11840,3.0,7.14285714285714,39.527027027027,39.0,42,41.871700814172,39.0,mobile,17.675,16.575,0.0,0.0,40.0,40.0,1.0,0,0,0,0,0,0,7.0
147171,435753,717,93804,The deal was nominated and cut to zero.,20244,0.0,0.0,22.525192649674,38.0,39,23.5100020622809,38.0,mobile,24.025641025641,21.743589743,0.0,0.0,39.0,39.0,1.0,0,0,0,0,0,0,8.0
147177,435766,406,93825,"he can be explosive, but he is also erratic",15029,2.0,4.54545454545455,33.5351653469958,42.0,44,40.0,4.0,mobile,25.0888888888889,18.6,1.0,0.0238095238095238,43.0,45.0,1.046511627,0,0,0,0,0,0,9.0
147187,435792,577,93825,she started singing along softly eith the rafio,13763,4.0,8.33333333333333,40.1075346944707,46.0,48,44.5785929881588,32.0,mobile,22.469387755102,17.510204081,1.0,0.0217391304347826,47.0,49.0,1.042553191,0,0,0,0,0,0,8.0
147196,435818,799,93825,How soon do you need it?,9307,0.0,0.0,29.6550983130977,23.0,24,39.5387149917628,22.0,mobile,22.75,19.035714285,2.0,0.0869565217391304,24.0,28.0,1.166666666,0,0,0,0,0,0,6.0
147203,435831,333,93825,the big tight end has no real value as a fantasy player.,21547,2.0,3.57142857142857,30.6307142525642,55.0,56,37.9423568040861,26.0,mobile,23.3793103448276,17.293103448,1.0,0.0181818181818182,56.0,58.0,1.035714285,0,0,0,0,0,0,12.0
